instant,tanggal,musim,tahun,bulan,jam,hari_libur,seminggu,kondisi_cuaca,suhu,atemp,kelembaban,kecepatan_angin,casual,registered,total_penyewa,kategori_hari,kategori_kelembaban
16042,2012-11-06,Salju,2012,Nov,2,0,Selasa,Cerah,0.24,0.2576,65.0,0.0896,0,2,2,Weekdays,Terlalu lembab
16043,2012-11-06,Salju,2012,Nov,3,0,Selasa,Cerah,0.22,0.2424,64.0,0.1045,0,4,4,Weekdays,Ideal
16044,2012-11-06,Salju,2012,Nov,4,0,Selasa,Cerah,0.22,0.2576,69.0,0.0896,0,7,7,Weekdays,Terlalu lembab
16045,2012-11-06,Salju,2012,Nov,5,0,Selasa,Berawan,0.22,0.2273,64.0,0.194,1,40,41,Weekdays,Ideal
16046,2012-11-06,Salju,2012,Nov,6,0,Selasa,Cerah,0.22,0.2273,69.0,0.1343,6,143,149,Weekdays,Terlalu lembab
16047,2012-11-06,Salju,2012,Nov,7,0,Selasa,Cerah,0.2,0.2121,69.0,0.1642,9,378,387,Weekdays,Terlalu lembab
16048,2012-11-06,Salju,2012,Nov,8,0,Selasa,Cerah,0.22,0.2273,69.0,0.1642,20,568,588,Weekdays,Terlalu lembab
16049,2012-11-06,Salju,2012,Nov,9,0,Selasa,Cerah,0.26,0.2576,60.0,0.1642,25,338,363,Weekdays,Ideal
16050,2012-11-06,Salju,2012,Nov,10,0,Selasa,Cerah,0.3,0.2879,49.0,0.194,41,189,230,Weekdays,Ideal
16051,2012-11-06,Salju,2012,Nov,11,0,Selasa,Cerah,0.32,0.3333,45.0,0.1343,39,177,216,Weekdays,Ideal
16052,2012-11-06,Salju,2012,Nov,12,0,Selasa,Cerah,0.32,0.3333,45.0,0.1343,31,217,248,Weekdays,Ideal
16053,2012-11-06,Salju,2012,Nov,13,0,Selasa,Cerah,0.34,0.3333,46.0,0.1343,46,232,278,Weekdays,Ideal
16054,2012-11-06,Salju,2012,Nov,14,0,Selasa,Cerah,0.36,0.3636,40.0,0.1045,44,196,240,Weekdays,Terlalu kering
16055,2012-11-06,Salju,2012,Nov,15,0,Selasa,Cerah,0.34,0.3182,46.0,0.2537,45,227,272,Weekdays,Ideal
16056,2012-11-06,Salju,2012,Nov,16,0,Selasa,Cerah,0.34,0.3333,46.0,0.1642,33,369,402,Weekdays,Ideal
16057,2012-11-06,Salju,2012,Nov,17,0,Selasa,Cerah,0.32,0.303,53.0,0.2239,30,597,627,Weekdays,Ideal
16058,2012-11-06,Salju,2012,Nov,18,0,Selasa,Cerah,0.32,0.303,56.99999999999999,0.2985,20,477,497,Weekdays,Ideal
16059,2012-11-06,Salju,2012,Nov,19,0,Selasa,Cerah,0.3,0.2879,56.00000000000001,0.2239,15,356,371,Weekdays,Ideal
16060,2012-11-06,Salju,2012,Nov,20,0,Selasa,Cerah,0.3,0.2879,61.0,0.2239,10,218,228,Weekdays,Ideal
16061,2012-11-06,Salju,2012,Nov,21,0,Selasa,Berawan,0.3,0.2879,56.00000000000001,0.2537,14,137,151,Weekdays,Ideal
16062,2012-11-06,Salju,2012,Nov,22,0,Selasa,Berawan,0.3,0.2879,56.00000000000001,0.2239,17,136,153,Weekdays,Ideal
16063,2012-11-06,Salju,2012,Nov,23,0,Selasa,Cerah,0.3,0.2879,56.00000000000001,0.2239,19,186,205,Weekdays,Ideal
16064,2012-11-07,Salju,2012,Nov,0,0,Rabu,Berawan,0.3,0.2879,56.00000000000001,0.2836,49,234,283,Weekdays,Ideal
16065,2012-11-07,Salju,2012,Nov,1,0,Rabu,Berawan,0.28,0.2727,61.0,0.2537,6,86,92,Weekdays,Ideal
16066,2012-11-07,Salju,2012,Nov,2,0,Rabu,Berawan,0.28,0.2576,56.00000000000001,0.2985,6,68,74,Weekdays,Ideal
16067,2012-11-07,Salju,2012,Nov,3,0,Rabu,Berawan,0.28,0.2576,52.0,0.3284,2,9,11,Weekdays,Ideal
16068,2012-11-07,Salju,2012,Nov,4,0,Rabu,Berawan,0.28,0.2576,52.0,0.2985,0,9,9,Weekdays,Ideal
16069,2012-11-07,Salju,2012,Nov,5,0,Rabu,Berawan,0.28,0.2576,52.0,0.3284,0,27,27,Weekdays,Ideal
16070,2012-11-07,Salju,2012,Nov,6,0,Rabu,Berawan,0.26,0.2424,56.00000000000001,0.2836,3,115,118,Weekdays,Ideal
16071,2012-11-07,Salju,2012,Nov,7,0,Rabu,Berawan,0.26,0.2273,56.00000000000001,0.2985,5,314,319,Weekdays,Ideal
16072,2012-11-07,Salju,2012,Nov,8,0,Rabu,Berawan,0.26,0.2424,60.0,0.2836,18,583,601,Weekdays,Ideal
16073,2012-11-07,Salju,2012,Nov,9,0,Rabu,Berawan,0.26,0.2424,60.0,0.2836,17,351,368,Weekdays,Ideal
16074,2012-11-07,Salju,2012,Nov,10,0,Rabu,Berawan,0.28,0.2576,56.00000000000001,0.2985,27,151,178,Weekdays,Ideal
16075,2012-11-07,Salju,2012,Nov,11,0,Rabu,Berawan,0.32,0.2879,51.0,0.3582,15,132,147,Weekdays,Ideal
16076,2012-11-07,Salju,2012,Nov,12,0,Rabu,Berawan,0.32,0.303,53.0,0.2836,24,188,212,Weekdays,Ideal
16077,2012-11-07,Salju,2012,Nov,13,0,Rabu,Berawan,0.32,0.303,53.0,0.2537,23,158,181,Weekdays,Ideal
16078,2012-11-07,Salju,2012,Nov,14,0,Rabu,Berawan,0.32,0.2879,53.0,0.3582,19,142,161,Weekdays,Ideal
16079,2012-11-07,Salju,2012,Nov,15,0,Rabu,Berawan,0.32,0.303,53.0,0.2985,20,178,198,Weekdays,Ideal
16080,2012-11-07,Salju,2012,Nov,16,0,Rabu,Berawan,0.32,0.2879,53.0,0.3582,23,250,273,Weekdays,Ideal
16081,2012-11-07,Salju,2012,Nov,17,0,Rabu,Berawan,0.32,0.2879,53.0,0.3881,16,501,517,Weekdays,Ideal
16082,2012-11-07,Salju,2012,Nov,18,0,Rabu,Berawan,0.32,0.2879,53.0,0.3582,17,448,465,Weekdays,Ideal
16083,2012-11-07,Salju,2012,Nov,19,0,Rabu,Berawan,0.3,0.2727,56.00000000000001,0.2985,17,302,319,Weekdays,Ideal
16084,2012-11-07,Salju,2012,Nov,20,0,Rabu,Berawan,0.32,0.303,49.0,0.3284,7,249,256,Weekdays,Ideal
16085,2012-11-07,Salju,2012,Nov,21,0,Rabu,Berawan,0.32,0.303,49.0,0.2985,5,121,126,Weekdays,Ideal
16086,2012-11-07,Salju,2012,Nov,22,0,Rabu,Hujan/Salju_ringan,0.3,0.2879,56.00000000000001,0.2537,4,56,60,Weekdays,Ideal
16087,2012-11-07,Salju,2012,Nov,23,0,Rabu,Hujan/Salju_ringan,0.28,0.2727,65.0,0.2239,3,37,40,Weekdays,Terlalu lembab
16088,2012-11-08,Salju,2012,Nov,0,0,Kamis,Hujan/Salju_ringan,0.28,0.2727,61.0,0.2239,1,14,15,Weekdays,Ideal
16089,2012-11-08,Salju,2012,Nov,1,0,Kamis,Hujan/Salju_ringan,0.3,0.2727,52.0,0.3582,1,11,12,Weekdays,Ideal
16090,2012-11-08,Salju,2012,Nov,2,0,Kamis,Berawan,0.3,0.2879,49.0,0.2239,1,5,6,Weekdays,Ideal
16091,2012-11-08,Salju,2012,Nov,4,0,Kamis,Berawan,0.3,0.2879,45.0,0.2836,1,9,10,Weekdays,Ideal
16092,2012-11-08,Salju,2012,Nov,5,0,Kamis,Berawan,0.3,0.2879,42.0,0.2239,0,35,35,Weekdays,Terlalu kering
16093,2012-11-08,Salju,2012,Nov,6,0,Kamis,Cerah,0.3,0.2879,39.0,0.2239,2,122,124,Weekdays,Terlalu kering
16094,2012-11-08,Salju,2012,Nov,7,0,Kamis,Cerah,0.28,0.2576,36.0,0.3881,12,411,423,Weekdays,Terlalu kering
16095,2012-11-08,Salju,2012,Nov,8,0,Kamis,Cerah,0.3,0.2879,33.0,0.2836,16,652,668,Weekdays,Terlalu kering
16096,2012-11-08,Salju,2012,Nov,9,0,Kamis,Cerah,0.32,0.2879,31.0,0.3582,22,253,275,Weekdays,Terlalu kering
16097,2012-11-08,Salju,2012,Nov,10,0,Kamis,Cerah,0.32,0.303,31.0,0.3284,13,148,161,Weekdays,Terlalu kering
16098,2012-11-08,Salju,2012,Nov,11,0,Kamis,Cerah,0.36,0.3333,28.999999999999996,0.3881,16,155,171,Weekdays,Terlalu kering
16099,2012-11-08,Salju,2012,Nov,12,0,Kamis,Cerah,0.4,0.4091,24.0,0.4925,33,202,235,Weekdays,Terlalu kering
16100,2012-11-08,Salju,2012,Nov,13,0,Kamis,Cerah,0.44,0.4394,18.0,0.4179,33,195,228,Weekdays,Terlalu kering
16101,2012-11-08,Salju,2012,Nov,14,0,Kamis,Cerah,0.44,0.4394,18.0,0.4179,33,149,182,Weekdays,Terlalu kering
16102,2012-11-08,Salju,2012,Nov,15,0,Kamis,Cerah,0.44,0.4394,18.0,0.4179,32,201,233,Weekdays,Terlalu kering
16103,2012-11-08,Salju,2012,Nov,16,0,Kamis,Cerah,0.42,0.4242,16.0,0.3881,18,321,339,Weekdays,Terlalu kering
16104,2012-11-08,Salju,2012,Nov,17,0,Kamis,Cerah,0.4,0.4091,20.0,0.2985,36,556,592,Weekdays,Terlalu kering
16105,2012-11-08,Salju,2012,Nov,18,0,Kamis,Cerah,0.4,0.4091,24.0,0.4179,16,491,507,Weekdays,Terlalu kering
16106,2012-11-08,Salju,2012,Nov,19,0,Kamis,Cerah,0.38,0.3939,27.0,0.3582,14,359,373,Weekdays,Terlalu kering
16107,2012-11-08,Salju,2012,Nov,20,0,Kamis,Cerah,0.38,0.3939,28.999999999999996,0.4627,10,235,245,Weekdays,Terlalu kering
16108,2012-11-08,Salju,2012,Nov,21,0,Kamis,Cerah,0.36,0.3333,37.0,0.3881,11,222,233,Weekdays,Terlalu kering
16109,2012-11-08,Salju,2012,Nov,22,0,Kamis,Cerah,0.34,0.303,42.0,0.2985,14,147,161,Weekdays,Terlalu kering
16110,2012-11-08,Salju,2012,Nov,23,0,Kamis,Cerah,0.34,0.303,46.0,0.3582,5,82,87,Weekdays,Ideal
16111,2012-11-09,Salju,2012,Nov,0,0,Jumat,Cerah,0.34,0.303,49.0,0.3284,9,46,55,Weekdays,Ideal
16112,2012-11-09,Salju,2012,Nov,1,0,Jumat,Cerah,0.32,0.303,53.0,0.2836,3,17,20,Weekdays,Ideal
16113,2012-11-09,Salju,2012,Nov,2,0,Jumat,Cerah,0.32,0.303,53.0,0.2537,1,11,12,Weekdays,Ideal
16114,2012-11-09,Salju,2012,Nov,3,0,Jumat,Cerah,0.32,0.2879,53.0,0.4179,3,6,9,Weekdays,Ideal
16115,2012-11-09,Salju,2012,Nov,4,0,Jumat,Cerah,0.32,0.2879,53.0,0.3582,0,14,14,Weekdays,Ideal
16116,2012-11-09,Salju,2012,Nov,5,0,Jumat,Cerah,0.3,0.2879,56.00000000000001,0.194,2,25,27,Weekdays,Ideal
16117,2012-11-09,Salju,2012,Nov,6,0,Jumat,Cerah,0.26,0.2727,65.0,0.1045,5,126,131,Weekdays,Terlalu lembab
16118,2012-11-09,Salju,2012,Nov,7,0,Jumat,Cerah,0.26,0.2727,65.0,0.1343,9,332,341,Weekdays,Terlalu lembab
16119,2012-11-09,Salju,2012,Nov,8,0,Jumat,Cerah,0.32,0.3182,56.99999999999999,0.1642,25,668,693,Weekdays,Ideal
16120,2012-11-09,Salju,2012,Nov,9,0,Jumat,Cerah,0.34,0.303,53.0,0.4179,23,304,327,Weekdays,Ideal
16121,2012-11-09,Salju,2012,Nov,10,0,Jumat,Cerah,0.36,0.3333,50.0,0.3284,34,163,197,Weekdays,Ideal
16122,2012-11-09,Salju,2012,Nov,11,0,Jumat,Cerah,0.4,0.4091,47.0,0.2985,66,185,251,Weekdays,Ideal
16123,2012-11-09,Salju,2012,Nov,12,0,Jumat,Cerah,0.44,0.4394,41.0,0.3284,48,214,262,Weekdays,Terlalu kering
16124,2012-11-09,Salju,2012,Nov,13,0,Jumat,Cerah,0.46,0.4545,38.0,0.2985,62,237,299,Weekdays,Terlalu kering
16125,2012-11-09,Salju,2012,Nov,14,0,Jumat,Cerah,0.46,0.4545,38.0,0.194,67,207,274,Weekdays,Terlalu kering
16126,2012-11-09,Salju,2012,Nov,15,0,Jumat,Cerah,0.46,0.4545,36.0,0.2239,78,278,356,Weekdays,Terlalu kering
16127,2012-11-09,Salju,2012,Nov,16,0,Jumat,Cerah,0.46,0.4545,38.0,0.1642,57,377,434,Weekdays,Terlalu kering
16128,2012-11-09,Salju,2012,Nov,17,0,Jumat,Cerah,0.42,0.4242,44.0,0.1343,61,593,654,Weekdays,Terlalu kering
16129,2012-11-09,Salju,2012,Nov,18,0,Jumat,Cerah,0.42,0.4242,44.0,0.1045,46,450,496,Weekdays,Terlalu kering
16130,2012-11-09,Salju,2012,Nov,19,0,Jumat,Cerah,0.34,0.3485,71.0,0.0896,30,331,361,Weekdays,Terlalu lembab
16131,2012-11-09,Salju,2012,Nov,20,0,Jumat,Cerah,0.36,0.3485,66.0,0.1343,20,235,255,Weekdays,Terlalu lembab
16132,2012-11-09,Salju,2012,Nov,21,0,Jumat,Cerah,0.34,0.3636,76.0,0.0,23,176,199,Weekdays,Terlalu lembab
16133,2012-11-09,Salju,2012,Nov,22,0,Jumat,Cerah,0.34,0.3485,71.0,0.1045,17,146,163,Weekdays,Terlalu lembab
16134,2012-11-09,Salju,2012,Nov,23,0,Jumat,Cerah,0.32,0.3333,81.0,0.0896,20,142,162,Weekdays,Terlalu lembab
16135,2012-11-10,Salju,2012,Nov,0,0,Sabtu,Cerah,0.32,0.3333,76.0,0.0896,16,106,122,Weekend,Terlalu lembab
16136,2012-11-10,Salju,2012,Nov,1,0,Sabtu,Cerah,0.3,0.3182,81.0,0.0896,8,68,76,Weekend,Terlalu lembab
16137,2012-11-10,Salju,2012,Nov,2,0,Sabtu,Cerah,0.32,0.3485,81.0,0.0,2,42,44,Weekend,Terlalu lembab
16138,2012-11-10,Salju,2012,Nov,3,0,Sabtu,Cerah,0.3,0.3333,81.0,0.0,9,11,20,Weekend,Terlalu lembab
16139,2012-11-10,Salju,2012,Nov,4,0,Sabtu,Cerah,0.26,0.2727,87.0,0.1045,2,4,6,Weekend,Terlalu lembab
16140,2012-11-10,Salju,2012,Nov,5,0,Sabtu,Cerah,0.28,0.3182,87.0,0.0,1,9,10,Weekend,Terlalu lembab
16141,2012-11-10,Salju,2012,Nov,6,0,Sabtu,Cerah,0.24,0.2576,93.0,0.0896,5,11,16,Weekend,Terlalu lembab
16142,2012-11-10,Salju,2012,Nov,7,0,Sabtu,Cerah,0.26,0.2727,87.0,0.1045,14,57,71,Weekend,Terlalu lembab
16143,2012-11-10,Salju,2012,Nov,8,0,Sabtu,Cerah,0.32,0.3485,76.0,0.0,16,130,146,Weekend,Terlalu lembab
16144,2012-11-10,Salju,2012,Nov,9,0,Sabtu,Cerah,0.36,0.3485,66.0,0.194,43,216,259,Weekend,Terlalu lembab
16145,2012-11-10,Salju,2012,Nov,10,0,Sabtu,Cerah,0.4,0.4091,57.99999999999999,0.0,86,264,350,Weekend,Ideal
16146,2012-11-10,Salju,2012,Nov,11,0,Sabtu,Cerah,0.4,0.4091,57.99999999999999,0.1045,143,323,466,Weekend,Ideal
16147,2012-11-10,Salju,2012,Nov,12,0,Sabtu,Cerah,0.48,0.4697,48.0,0.0,258,348,606,Weekend,Ideal
16148,2012-11-10,Salju,2012,Nov,13,0,Sabtu,Cerah,0.52,0.5,39.0,0.0,268,383,651,Weekend,Terlalu kering
16149,2012-11-10,Salju,2012,Nov,14,0,Sabtu,Cerah,0.54,0.5152,37.0,0.0,280,347,627,Weekend,Terlalu kering
16150,2012-11-10,Salju,2012,Nov,15,0,Sabtu,Cerah,0.52,0.5,45.0,0.0,216,351,567,Weekend,Ideal
16151,2012-11-10,Salju,2012,Nov,16,0,Sabtu,Cerah,0.54,0.5152,37.0,0.0,227,378,605,Weekend,Terlalu kering
16152,2012-11-10,Salju,2012,Nov,17,0,Sabtu,Cerah,0.5,0.4848,45.0,0.194,183,318,501,Weekend,Ideal
16153,2012-11-10,Salju,2012,Nov,18,0,Sabtu,Cerah,0.44,0.4394,54.0,0.1343,103,256,359,Weekend,Ideal
16154,2012-11-10,Salju,2012,Nov,19,0,Sabtu,Cerah,0.46,0.4545,51.0,0.0896,55,228,283,Weekend,Ideal
16155,2012-11-10,Salju,2012,Nov,20,0,Sabtu,Cerah,0.44,0.4394,54.0,0.0,39,153,192,Weekend,Ideal
16156,2012-11-10,Salju,2012,Nov,21,0,Sabtu,Cerah,0.4,0.4091,66.0,0.0,51,169,220,Weekend,Terlalu lembab
16157,2012-11-10,Salju,2012,Nov,22,0,Sabtu,Cerah,0.38,0.3939,71.0,0.0896,39,154,193,Weekend,Terlalu lembab
16158,2012-11-10,Salju,2012,Nov,23,0,Sabtu,Cerah,0.36,0.3636,71.0,0.1045,26,120,146,Weekend,Terlalu lembab
16159,2012-11-11,Salju,2012,Nov,0,0,Minggu,Cerah,0.34,0.3485,81.0,0.0896,14,110,124,Weekend,Terlalu lembab
16160,2012-11-11,Salju,2012,Nov,1,0,Minggu,Cerah,0.34,0.3485,76.0,0.0896,26,82,108,Weekend,Terlalu lembab
16161,2012-11-11,Salju,2012,Nov,2,0,Minggu,Cerah,0.32,0.3333,87.0,0.1045,12,58,70,Weekend,Terlalu lembab
16162,2012-11-11,Salju,2012,Nov,3,0,Minggu,Cerah,0.34,0.3636,81.0,0.0,9,39,48,Weekend,Terlalu lembab
16163,2012-11-11,Salju,2012,Nov,4,0,Minggu,Cerah,0.32,0.3333,81.0,0.1045,5,6,11,Weekend,Terlalu lembab
16164,2012-11-11,Salju,2012,Nov,5,0,Minggu,Cerah,0.3,0.303,87.0,0.1343,0,12,12,Weekend,Terlalu lembab
16165,2012-11-11,Salju,2012,Nov,6,0,Minggu,Cerah,0.3,0.3182,87.0,0.0896,3,16,19,Weekend,Terlalu lembab
16166,2012-11-11,Salju,2012,Nov,7,0,Minggu,Cerah,0.3,0.3182,89.0,0.0896,12,56,68,Weekend,Terlalu lembab
16167,2012-11-11,Salju,2012,Nov,8,0,Minggu,Cerah,0.32,0.3333,87.0,0.1045,32,87,119,Weekend,Terlalu lembab
16168,2012-11-11,Salju,2012,Nov,9,0,Minggu,Cerah,0.36,0.3788,77.0,0.0,94,179,273,Weekend,Terlalu lembab
16169,2012-11-11,Salju,2012,Nov,10,0,Minggu,Cerah,0.4,0.4091,69.0,0.1045,133,272,405,Weekend,Terlalu lembab
16170,2012-11-11,Salju,2012,Nov,11,0,Minggu,Cerah,0.46,0.4545,59.0,0.1343,180,324,504,Weekend,Ideal
16171,2012-11-11,Salju,2012,Nov,12,0,Minggu,Cerah,0.5,0.4848,48.0,0.0896,195,390,585,Weekend,Ideal
16172,2012-11-11,Salju,2012,Nov,13,0,Minggu,Cerah,0.54,0.5152,45.0,0.1045,262,424,686,Weekend,Ideal
16173,2012-11-11,Salju,2012,Nov,14,0,Minggu,Cerah,0.6,0.6212,33.0,0.1642,292,362,654,Weekend,Terlalu kering
16174,2012-11-11,Salju,2012,Nov,15,0,Minggu,Cerah,0.56,0.5303,37.0,0.2239,304,420,724,Weekend,Terlalu kering
16175,2012-11-11,Salju,2012,Nov,16,0,Minggu,Cerah,0.54,0.5152,42.0,0.2239,260,393,653,Weekend,Terlalu kering
16176,2012-11-11,Salju,2012,Nov,17,0,Minggu,Cerah,0.54,0.5152,45.0,0.1642,151,342,493,Weekend,Ideal
16177,2012-11-11,Salju,2012,Nov,18,0,Minggu,Cerah,0.52,0.5,45.0,0.1343,102,303,405,Weekend,Ideal
16178,2012-11-11,Salju,2012,Nov,19,0,Minggu,Cerah,0.48,0.4697,55.00000000000001,0.1343,69,208,277,Weekend,Ideal
16179,2012-11-11,Salju,2012,Nov,20,0,Minggu,Cerah,0.44,0.4394,62.0,0.1642,54,146,200,Weekend,Ideal
16180,2012-11-11,Salju,2012,Nov,21,0,Minggu,Cerah,0.44,0.4394,67.0,0.2239,44,127,171,Weekend,Terlalu lembab
16181,2012-11-11,Salju,2012,Nov,22,0,Minggu,Cerah,0.42,0.4242,71.0,0.194,21,113,134,Weekend,Terlalu lembab
16182,2012-11-11,Salju,2012,Nov,23,0,Minggu,Cerah,0.42,0.4242,71.0,0.194,16,93,109,Weekend,Terlalu lembab
16183,2012-11-12,Salju,2012,Nov,0,1,Senin,Cerah,0.42,0.4242,71.0,0.1045,6,43,49,Weekdays,Terlalu lembab
16184,2012-11-12,Salju,2012,Nov,1,1,Senin,Cerah,0.4,0.4091,76.0,0.1642,4,26,30,Weekdays,Terlalu lembab
16185,2012-11-12,Salju,2012,Nov,2,1,Senin,Cerah,0.4,0.4091,76.0,0.1343,6,14,20,Weekdays,Terlalu lembab
16186,2012-11-12,Salju,2012,Nov,3,1,Senin,Cerah,0.4,0.4091,76.0,0.1343,1,3,4,Weekdays,Terlalu lembab
16187,2012-11-12,Salju,2012,Nov,4,1,Senin,Cerah,0.4,0.4091,76.0,0.0896,1,3,4,Weekdays,Terlalu lembab
16188,2012-11-12,Salju,2012,Nov,5,1,Senin,Cerah,0.38,0.3939,87.0,0.0,1,23,24,Weekdays,Terlalu lembab
16189,2012-11-12,Salju,2012,Nov,6,1,Senin,Cerah,0.38,0.3939,87.0,0.1045,7,64,71,Weekdays,Terlalu lembab
16190,2012-11-12,Salju,2012,Nov,7,1,Senin,Cerah,0.4,0.4091,87.0,0.0,16,248,264,Weekdays,Terlalu lembab
16191,2012-11-12,Salju,2012,Nov,8,1,Senin,Cerah,0.42,0.4242,82.0,0.1642,50,490,540,Weekdays,Terlalu lembab
16192,2012-11-12,Salju,2012,Nov,9,1,Senin,Cerah,0.44,0.4394,88.0,0.1045,60,337,397,Weekdays,Terlalu lembab
16193,2012-11-12,Salju,2012,Nov,10,1,Senin,Cerah,0.48,0.4697,77.0,0.1642,82,184,266,Weekdays,Terlalu lembab
16194,2012-11-12,Salju,2012,Nov,11,1,Senin,Cerah,0.52,0.5,72.0,0.1642,112,255,367,Weekdays,Terlalu lembab
16195,2012-11-12,Salju,2012,Nov,12,1,Senin,Cerah,0.56,0.5303,64.0,0.2239,105,314,419,Weekdays,Ideal
16196,2012-11-12,Salju,2012,Nov,13,1,Senin,Cerah,0.6,0.6061,60.0,0.2239,108,312,420,Weekdays,Ideal
16197,2012-11-12,Salju,2012,Nov,14,1,Senin,Cerah,0.58,0.5455,60.0,0.2836,134,310,444,Weekdays,Ideal
16198,2012-11-12,Salju,2012,Nov,15,1,Senin,Cerah,0.56,0.5303,64.0,0.2537,102,280,382,Weekdays,Ideal
16199,2012-11-12,Salju,2012,Nov,16,1,Senin,Cerah,0.56,0.5303,64.0,0.1642,87,347,434,Weekdays,Ideal
16200,2012-11-12,Salju,2012,Nov,17,1,Senin,Cerah,0.56,0.5303,64.0,0.2836,66,530,596,Weekdays,Ideal
16201,2012-11-12,Salju,2012,Nov,18,1,Senin,Cerah,0.52,0.5,72.0,0.1343,65,486,551,Weekdays,Terlalu lembab
16202,2012-11-12,Salju,2012,Nov,19,1,Senin,Cerah,0.54,0.5152,73.0,0.2836,30,323,353,Weekdays,Terlalu lembab
16203,2012-11-12,Salju,2012,Nov,20,1,Senin,Berawan,0.52,0.5,77.0,0.2836,31,273,304,Weekdays,Terlalu lembab
16204,2012-11-12,Salju,2012,Nov,21,1,Senin,Hujan/Salju_ringan,0.54,0.5152,73.0,0.2239,10,145,155,Weekdays,Terlalu lembab
16205,2012-11-12,Salju,2012,Nov,22,1,Senin,Cerah,0.52,0.5,77.0,0.2537,12,100,112,Weekdays,Terlalu lembab
16206,2012-11-12,Salju,2012,Nov,23,1,Senin,Berawan,0.54,0.5152,77.0,0.2239,1,62,63,Weekdays,Terlalu lembab
16207,2012-11-13,Salju,2012,Nov,0,0,Selasa,Berawan,0.52,0.5,83.0,0.2836,5,18,23,Weekdays,Terlalu lembab
16208,2012-11-13,Salju,2012,Nov,1,0,Selasa,Hujan/Salju_ringan,0.44,0.4394,88.0,0.6418,0,5,5,Weekdays,Terlalu lembab
16209,2012-11-13,Salju,2012,Nov,2,0,Selasa,Hujan/Salju_ringan,0.36,0.3182,87.0,0.4478,7,4,11,Weekdays,Terlalu lembab
16210,2012-11-13,Salju,2012,Nov,3,0,Selasa,Hujan/Salju_ringan,0.36,0.3333,87.0,0.3582,2,3,5,Weekdays,Terlalu lembab
16211,2012-11-13,Salju,2012,Nov,4,0,Selasa,Berawan,0.36,0.3333,81.0,0.3881,0,9,9,Weekdays,Terlalu lembab
16212,2012-11-13,Salju,2012,Nov,5,0,Selasa,Berawan,0.34,0.3182,87.0,0.2836,0,18,18,Weekdays,Terlalu lembab
16213,2012-11-13,Salju,2012,Nov,6,0,Selasa,Hujan/Salju_ringan,0.32,0.2879,81.0,0.4627,2,48,50,Weekdays,Terlalu lembab
16214,2012-11-13,Salju,2012,Nov,7,0,Selasa,Hujan/Salju_ringan,0.32,0.303,87.0,0.2537,1,106,107,Weekdays,Terlalu lembab
16215,2012-11-13,Salju,2012,Nov,8,0,Selasa,Hujan/Salju_ringan,0.32,0.303,87.0,0.2537,4,207,211,Weekdays,Terlalu lembab
16216,2012-11-13,Salju,2012,Nov,9,0,Selasa,Hujan/Salju_ringan,0.32,0.303,81.0,0.3284,1,109,110,Weekdays,Terlalu lembab
16217,2012-11-13,Salju,2012,Nov,10,0,Selasa,Hujan/Salju_ringan,0.3,0.2727,75.0,0.3881,10,84,94,Weekdays,Terlalu lembab
16218,2012-11-13,Salju,2012,Nov,11,0,Selasa,Cerah,0.32,0.303,70.0,0.2537,22,133,155,Weekdays,Terlalu lembab
16219,2012-11-13,Salju,2012,Nov,12,0,Selasa,Cerah,0.34,0.3182,61.0,0.2836,16,180,196,Weekdays,Ideal
16220,2012-11-13,Salju,2012,Nov,13,0,Selasa,Cerah,0.34,0.3182,53.0,0.2537,30,188,218,Weekdays,Ideal
16221,2012-11-13,Salju,2012,Nov,14,0,Selasa,Cerah,0.38,0.3939,46.0,0.3881,34,169,203,Weekdays,Ideal
16222,2012-11-13,Salju,2012,Nov,15,0,Selasa,Cerah,0.4,0.4091,40.0,0.2985,33,184,217,Weekdays,Terlalu kering
16223,2012-11-13,Salju,2012,Nov,16,0,Selasa,Cerah,0.38,0.3939,40.0,0.2985,28,282,310,Weekdays,Terlalu kering
16224,2012-11-13,Salju,2012,Nov,17,0,Selasa,Cerah,0.34,0.303,49.0,0.3582,33,575,608,Weekdays,Ideal
16225,2012-11-13,Salju,2012,Nov,18,0,Selasa,Cerah,0.34,0.3182,49.0,0.2836,45,514,559,Weekdays,Ideal
16226,2012-11-13,Salju,2012,Nov,19,0,Selasa,Cerah,0.32,0.2879,49.0,0.3582,12,344,356,Weekdays,Ideal
16227,2012-11-13,Salju,2012,Nov,20,0,Selasa,Cerah,0.3,0.2727,49.0,0.3582,12,211,223,Weekdays,Ideal
16228,2012-11-13,Salju,2012,Nov,21,0,Selasa,Cerah,0.3,0.2727,49.0,0.3582,9,178,187,Weekdays,Ideal
16229,2012-11-13,Salju,2012,Nov,22,0,Selasa,Cerah,0.26,0.2273,56.00000000000001,0.3284,15,120,135,Weekdays,Ideal
16230,2012-11-13,Salju,2012,Nov,23,0,Selasa,Cerah,0.26,0.2273,56.00000000000001,0.2985,6,78,84,Weekdays,Ideal
16231,2012-11-14,Salju,2012,Nov,0,0,Rabu,Cerah,0.26,0.2424,56.00000000000001,0.2836,4,20,24,Weekdays,Ideal
16232,2012-11-14,Salju,2012,Nov,1,0,Rabu,Cerah,0.24,0.2121,60.0,0.2985,2,10,12,Weekdays,Ideal
